tile_n16,tile_16,landuse
"Tile(tms_x=39541, tms_y=45132, zoom=16)",9276,grass
"Tile(tms_x=38311, tms_y=46474, zoom=16)",4086,grass
"Tile(tms_x=39610, tms_y=45058, zoom=16)",13357,grass
"Tile(tms_x=43804, tms_y=45399, zoom=16)",32423,construction
"Tile(tms_x=38224, tms_y=46539, zoom=16)",1056,grass
"Tile(tms_x=39682, tms_y=46189, zoom=16)",17806,grass
"Tile(tms_x=38321, tms_y=46411, zoom=16)",4426,industrial
"Tile(tms_x=38273, tms_y=46515, zoom=16)",1765,garages
"Tile(tms_x=38301, tms_y=46519, zoom=16)",3581,residential
"Tile(tms_x=39618, tms_y=45044, zoom=16)",14156,commercial
"Tile(tms_x=38313, tms_y=46474, zoom=16)",4160,residential
"Tile(tms_x=39764, tms_y=45053, zoom=16)",18928,residential
"Tile(tms_x=46710, tms_y=44716, zoom=16)",35062,residential
"Tile(tms_x=48132, tms_y=45024, zoom=16)",36361,industrial
"Tile(tms_x=39717, tms_y=45068, zoom=16)",18514,residential
"Tile(tms_x=38299, tms_y=46444, zoom=16)",3405,brownfield
"Tile(tms_x=38301, tms_y=46453, zoom=16)",3551,grass
"Tile(tms_x=38280, tms_y=46451, zoom=16)",2094,grass
"Tile(tms_x=38315, tms_y=46475, zoom=16)",4253,grass
"Tile(tms_x=39635, tms_y=45020, zoom=16)",15438,garages
"Tile(tms_x=39581, tms_y=45037, zoom=16)",10670,residential
"Tile(tms_x=39021, tms_y=47176, zoom=16)",6361,residential
"Tile(tms_x=43810, tms_y=45405, zoom=16)",32577,grass
"Tile(tms_x=39587, tms_y=45066, zoom=16)",11048,grass
"Tile(tms_x=39610, tms_y=45044, zoom=16)",13343,grass
"Tile(tms_x=39611, tms_y=45054, zoom=16)",13470,grass
"Tile(tms_x=38275, tms_y=46490, zoom=16)",1847,n/a
"Tile(tms_x=38317, tms_y=46470, zoom=16)",4329,grass
"Tile(tms_x=38256, tms_y=46430, zoom=16)",1353,grass
"Tile(tms_x=39670, tms_y=46178, zoom=16)",17391,grass
"Tile(tms_x=39675, tms_y=45061, zoom=16)",17568,garages
"Tile(tms_x=38204, tms_y=46564, zoom=16)",918,n/a
"Tile(tms_x=38277, tms_y=46459, zoom=16)",1937,residential
"Tile(tms_x=38286, tms_y=46439, zoom=16)",2429,industrial
"Tile(tms_x=39600, tms_y=45024, zoom=16)",12265,residential
"Tile(tms_x=38269, tms_y=46540, zoom=16)",1616,n/a
"Tile(tms_x=43811, tms_y=45405, zoom=16)",32596,n/a
"Tile(tms_x=38344, tms_y=46513, zoom=16)",4687,residential
"Tile(tms_x=38349, tms_y=46503, zoom=16)",4732,industrial
"Tile(tms_x=39594, tms_y=45044, zoom=16)",11625,residential
"Tile(tms_x=40775, tms_y=45231, zoom=16)",25474,residential
"Tile(tms_x=38287, tms_y=46463, zoom=16)",2535,residential
"Tile(tms_x=38316, tms_y=46410, zoom=16)",4272,n/a
"Tile(tms_x=39024, tms_y=47170, zoom=16)",6422,residential
"Tile(tms_x=39594, tms_y=45024, zoom=16)",11614,residential
"Tile(tms_x=38292, tms_y=46410, zoom=16)",2935,residential
"Tile(tms_x=42007, tms_y=47174, zoom=16)",29401,residential
"Tile(tms_x=36500, tms_y=44718, zoom=16)",191,grass
"Tile(tms_x=39612, tms_y=45051, zoom=16)",13589,residential
"Tile(tms_x=39604, tms_y=45056, zoom=16)",12724,grass
"Tile(tms_x=39605, tms_y=45058, zoom=16)",12825,grass
"Tile(tms_x=39618, tms_y=45039, zoom=16)",14151,residential
"Tile(tms_x=42955, tms_y=44724, zoom=16)",30361,residential
"Tile(tms_x=42960, tms_y=44710, zoom=16)",30434,residential
"Tile(tms_x=39593, tms_y=45061, zoom=16)",11534,grass
"Tile(tms_x=39560, tms_y=45074, zoom=16)",9715,n/a
"Tile(tms_x=38287, tms_y=46464, zoom=16)",2536,residential
"Tile(tms_x=39623, tms_y=45023, zoom=16)",14562,residential
"Tile(tms_x=38287, tms_y=46455, zoom=16)",2527,grass
"Tile(tms_x=39203, tms_y=43988, zoom=16)",6774,residential
"Tile(tms_x=39618, tms_y=45045, zoom=16)",14157,grass
"Tile(tms_x=39594, tms_y=45046, zoom=16)",11627,grass
"Tile(tms_x=39606, tms_y=45024, zoom=16)",12898,grass
"Tile(tms_x=39624, tms_y=45073, zoom=16)",14695,industrial
"Tile(tms_x=39622, tms_y=45081, zoom=16)",14522,grass
"Tile(tms_x=40040, tms_y=45678, zoom=16)",22965,residential
"Tile(tms_x=38293, tms_y=46488, zoom=16)",3043,grass
"Tile(tms_x=43807, tms_y=45401, zoom=16)",32518,retail
"Tile(tms_x=38296, tms_y=46456, zoom=16)",3214,retail
"Tile(tms_x=39621, tms_y=45052, zoom=16)",14419,residential
"Tile(tms_x=39577, tms_y=45050, zoom=16)",10421,residential
"Tile(tms_x=46620, tms_y=46886, zoom=16)",35033,residential
"Tile(tms_x=38272, tms_y=46505, zoom=16)",1716,grass
"Tile(tms_x=38284, tms_y=46436, zoom=16)",2308,grass
"Tile(tms_x=38270, tms_y=46499, zoom=16)",1647,grass
"Tile(tms_x=43926, tms_y=44860, zoom=16)",32906,residential
"Tile(tms_x=39632, tms_y=44983, zoom=16)",15196,residential
"Tile(tms_x=39612, tms_y=45019, zoom=16)",13562,residential
"Tile(tms_x=39627, tms_y=45054, zoom=16)",14904,residential
"Tile(tms_x=47863, tms_y=44815, zoom=16)",35564,grass
"Tile(tms_x=39652, tms_y=45047, zoom=16)",16502,residential
"Tile(tms_x=39594, tms_y=45030, zoom=16)",11618,residential
"Tile(tms_x=39643, tms_y=44944, zoom=16)",16005,residential
"Tile(tms_x=38309, tms_y=46479, zoom=16)",4012,construction
"Tile(tms_x=41899, tms_y=44243, zoom=16)",28903,residential
"Tile(tms_x=39568, tms_y=45079, zoom=16)",10006,grass
"Tile(tms_x=39641, tms_y=41891, zoom=16)",15856,industrial
"Tile(tms_x=43801, tms_y=45393, zoom=16)",32292,grass
"Tile(tms_x=39331, tms_y=44178, zoom=16)",7217,garages
"Tile(tms_x=39581, tms_y=45052, zoom=16)",10680,n/a
"Tile(tms_x=36495, tms_y=44718, zoom=16)",109,construction
"Tile(tms_x=41723, tms_y=45050, zoom=16)",28043,residential
"Tile(tms_x=38267, tms_y=46499, zoom=16)",1537,grass
"Tile(tms_x=38294, tms_y=46479, zoom=16)",3106,residential
"Tile(tms_x=39592, tms_y=45062, zoom=16)",11446,grass
"Tile(tms_x=38268, tms_y=46444, zoom=16)",1552,grass
"Tile(tms_x=38307, tms_y=46467, zoom=16)",3921,grass
"Tile(tms_x=40783, tms_y=45233, zoom=16)",25587,residential
"Tile(tms_x=38260, tms_y=46442, zoom=16)",1405,residential
"Tile(tms_x=48443, tms_y=44918, zoom=16)",36773,residential
"Tile(tms_x=38315, tms_y=46467, zoom=16)",4245,residential
"Tile(tms_x=38297, tms_y=46458, zoom=16)",3283,n/a
"Tile(tms_x=38288, tms_y=46479, zoom=16)",2641,commercial
"Tile(tms_x=38312, tms_y=46460, zoom=16)",4115,residential
"Tile(tms_x=39599, tms_y=45019, zoom=16)",12138,residential
"Tile(tms_x=39598, tms_y=45052, zoom=16)",12032,industrial
"Tile(tms_x=39599, tms_y=45050, zoom=16)",12161,railway
"Tile(tms_x=39669, tms_y=45170, zoom=16)",17346,allotments
"Tile(tms_x=38339, tms_y=46506, zoom=16)",4629,residential
"Tile(tms_x=39592, tms_y=45113, zoom=16)",11472,residential
"Tile(tms_x=48452, tms_y=44920, zoom=16)",36850,residential
"Tile(tms_x=38296, tms_y=46482, zoom=16)",3230,residential
"Tile(tms_x=38296, tms_y=46478, zoom=16)",3226,residential
"Tile(tms_x=38297, tms_y=46481, zoom=16)",3298,recreation_ground
"Tile(tms_x=39646, tms_y=45061, zoom=16)",16241,residential
"Tile(tms_x=39687, tms_y=45047, zoom=16)",17949,grass
"Tile(tms_x=39618, tms_y=45053, zoom=16)",14165,residential
"Tile(tms_x=39595, tms_y=45031, zoom=16)",11719,residential
"Tile(tms_x=39628, tms_y=45053, zoom=16)",14963,commercial
"Tile(tms_x=39606, tms_y=45051, zoom=16)",12922,residential
"Tile(tms_x=39580, tms_y=45037, zoom=16)",10610,residential
"Tile(tms_x=40791, tms_y=45225, zoom=16)",25666,forest
"Tile(tms_x=39628, tms_y=45055, zoom=16)",14965,residential
"Tile(tms_x=39592, tms_y=45043, zoom=16)",11433,residential
"Tile(tms_x=38290, tms_y=46480, zoom=16)",2814,commercial
"Tile(tms_x=38296, tms_y=46484, zoom=16)",3232,residential
"Tile(tms_x=36487, tms_y=44720, zoom=16)",66,industrial
"Tile(tms_x=39598, tms_y=44940, zoom=16)",11982,grass
"Tile(tms_x=39652, tms_y=45036, zoom=16)",16494,grass
"Tile(tms_x=43798, tms_y=45420, zoom=16)",32188,grass
"Tile(tms_x=39609, tms_y=45055, zoom=16)",13241,grass
"Tile(tms_x=39600, tms_y=45012, zoom=16)",12253,residential
"Tile(tms_x=43801, tms_y=45396, zoom=16)",32295,grass
"Tile(tms_x=39613, tms_y=45057, zoom=16)",13702,residential
"Tile(tms_x=38280, tms_y=46476, zoom=16)",2110,grass
"Tile(tms_x=39661, tms_y=45044, zoom=16)",16970,grass
"Tile(tms_x=40227, tms_y=45457, zoom=16)",23830,residential
"Tile(tms_x=46138, tms_y=46963, zoom=16)",34857,construction
"Tile(tms_x=38305, tms_y=46408, zoom=16)",3792,residential
"Tile(tms_x=39597, tms_y=45057, zoom=16)",11928,grass
"Tile(tms_x=39599, tms_y=44942, zoom=16)",12112,residential
"Tile(tms_x=43834, tms_y=45402, zoom=16)",32759,allotments
"Tile(tms_x=38296, tms_y=46500, zoom=16)",3238,industrial
"Tile(tms_x=39591, tms_y=45019, zoom=16)",11315,residential
"Tile(tms_x=40414, tms_y=42657, zoom=16)",24325,residential
"Tile(tms_x=38300, tms_y=46483, zoom=16)",3492,residential
"Tile(tms_x=39355, tms_y=44916, zoom=16)",7538,retail
"Tile(tms_x=39657, tms_y=45103, zoom=16)",16750,residential
"Tile(tms_x=40787, tms_y=45233, zoom=16)",25629,residential
"Tile(tms_x=39619, tms_y=45044, zoom=16)",14232,commercial
"Tile(tms_x=38288, tms_y=46525, zoom=16)",2682,grass
"Tile(tms_x=39652, tms_y=45102, zoom=16)",16520,residential
"Tile(tms_x=40867, tms_y=42945, zoom=16)",25907,industrial
"Tile(tms_x=39617, tms_y=45054, zoom=16)",14089,grass
"Tile(tms_x=39599, tms_y=45022, zoom=16)",12141,grass
"Tile(tms_x=38602, tms_y=44735, zoom=16)",5229,residential
"Tile(tms_x=48189, tms_y=44638, zoom=16)",36369,n/a
"Tile(tms_x=38294, tms_y=46524, zoom=16)",3131,residential
"Tile(tms_x=39609, tms_y=45033, zoom=16)",13220,residential
"Tile(tms_x=39608, tms_y=45033, zoom=16)",13111,grass
"Tile(tms_x=39672, tms_y=46189, zoom=16)",17480,grass
"Tile(tms_x=39613, tms_y=45062, zoom=16)",13707,residential
"Tile(tms_x=38306, tms_y=46523, zoom=16)",3895,residential
"Tile(tms_x=38221, tms_y=46538, zoom=16)",1026,residential
"Tile(tms_x=38284, tms_y=46499, zoom=16)",2346,grass
"Tile(tms_x=39612, tms_y=45014, zoom=16)",13557,residential
"Tile(tms_x=39477, tms_y=45041, zoom=16)",8609,residential
"Tile(tms_x=38287, tms_y=46489, zoom=16)",2559,residential
"Tile(tms_x=38291, tms_y=46458, zoom=16)",2871,residential
"Tile(tms_x=38290, tms_y=46505, zoom=16)",2831,residential
"Tile(tms_x=39649, tms_y=45045, zoom=16)",16370,garages
"Tile(tms_x=39556, tms_y=45025, zoom=16)",9558,residential
"Tile(tms_x=39556, tms_y=45027, zoom=16)",9560,residential
"Tile(tms_x=39553, tms_y=45022, zoom=16)",9486,residential
"Tile(tms_x=39510, tms_y=44998, zoom=16)",8866,residential
"Tile(tms_x=38289, tms_y=46422, zoom=16)",2693,observatory
"Tile(tms_x=39619, tms_y=45054, zoom=16)",14241,grass
"Tile(tms_x=38309, tms_y=46390, zoom=16)",3995,residential
"Tile(tms_x=39614, tms_y=45056, zoom=16)",13799,commercial
"Tile(tms_x=51761, tms_y=43969, zoom=16)",38275,residential
"Tile(tms_x=39616, tms_y=45033, zoom=16)",13973,grass
"Tile(tms_x=39604, tms_y=44945, zoom=16)",12673,residential
"Tile(tms_x=41726, tms_y=45047, zoom=16)",28082,residential
"Tile(tms_x=39647, tms_y=45035, zoom=16)",16276,n/a
"Tile(tms_x=38289, tms_y=46529, zoom=16)",2773,residential
"Tile(tms_x=61357, tms_y=43677, zoom=16)",38746,n/a
"Tile(tms_x=43802, tms_y=45419, zoom=16)",32358,forest
"Tile(tms_x=39584, tms_y=45092, zoom=16)",10859,residential
"Tile(tms_x=39576, tms_y=45065, zoom=16)",10357,residential
"Tile(tms_x=39668, tms_y=44937, zoom=16)",17275,grass
"Tile(tms_x=39580, tms_y=45082, zoom=16)",10632,grass
"Tile(tms_x=38372, tms_y=46540, zoom=16)",4806,residential
"Tile(tms_x=49686, tms_y=45148, zoom=16)",37606,grass
"Tile(tms_x=38273, tms_y=46544, zoom=16)",1773,residential
"Tile(tms_x=39569, tms_y=45078, zoom=16)",10044,grass
"Tile(tms_x=39657, tms_y=45114, zoom=16)",16757,residential
"Tile(tms_x=38186, tms_y=46504, zoom=16)",800,residential
"Tile(tms_x=39028, tms_y=47169, zoom=16)",6476,residential
"Tile(tms_x=38295, tms_y=46482, zoom=16)",3167,residential
"Tile(tms_x=38281, tms_y=46471, zoom=16)",2155,industrial
"Tile(tms_x=39611, tms_y=45021, zoom=16)",13442,residential
"Tile(tms_x=46132, tms_y=44815, zoom=16)",34740,n/a
"Tile(tms_x=38286, tms_y=46492, zoom=16)",2475,residential
"Tile(tms_x=39615, tms_y=45042, zoom=16)",13890,grass
"Tile(tms_x=38293, tms_y=46473, zoom=16)",3029,residential
"Tile(tms_x=38292, tms_y=46444, zoom=16)",2940,grass
"Tile(tms_x=44713, tms_y=45497, zoom=16)",33932,industrial
"Tile(tms_x=38289, tms_y=46451, zoom=16)",2707,grass
"Tile(tms_x=38288, tms_y=46451, zoom=16)",2617,grass
"Tile(tms_x=39601, tms_y=45075, zoom=16)",12421,residential
"Tile(tms_x=39620, tms_y=45051, zoom=16)",14326,commercial
"Tile(tms_x=38342, tms_y=46383, zoom=16)",4659,farmland
"Tile(tms_x=38315, tms_y=46451, zoom=16)",4234,residential
"Tile(tms_x=38291, tms_y=46499, zoom=16)",2904,industrial
"Tile(tms_x=39619, tms_y=45049, zoom=16)",14236,grass
"Tile(tms_x=42017, tms_y=47141, zoom=16)",29473,farmland
"Tile(tms_x=42006, tms_y=47170, zoom=16)",29384,forest
"Tile(tms_x=38287, tms_y=46450, zoom=16)",2522,retail
"Tile(tms_x=39587, tms_y=45065, zoom=16)",11047,grass
"Tile(tms_x=44711, tms_y=45509, zoom=16)",33912,recreation_ground
"Tile(tms_x=49719, tms_y=45427, zoom=16)",37803,n/a
"Tile(tms_x=38271, tms_y=46481, zoom=16)",1668,industrial
"Tile(tms_x=38285, tms_y=46470, zoom=16)",2385,retail
"Tile(tms_x=39602, tms_y=45064, zoom=16)",12528,garages
"Tile(tms_x=38268, tms_y=46487, zoom=16)",1568,grass
"Tile(tms_x=38284, tms_y=46486, zoom=16)",2336,residential
"Tile(tms_x=38313, tms_y=46514, zoom=16)",4175,residential
"Tile(tms_x=39592, tms_y=45076, zoom=16)",11456,n/a
"Tile(tms_x=39412, tms_y=42056, zoom=16)",7989,residential
"Tile(tms_x=38282, tms_y=46508, zoom=16)",2229,grass
"Tile(tms_x=47872, tms_y=44809, zoom=16)",35784,residential
"Tile(tms_x=38297, tms_y=46512, zoom=16)",3315,grass
"Tile(tms_x=43802, tms_y=45390, zoom=16)",32332,grass
"Tile(tms_x=38282, tms_y=46499, zoom=16)",2223,residential
"Tile(tms_x=38304, tms_y=46403, zoom=16)",3726,residential
"Tile(tms_x=39623, tms_y=45056, zoom=16)",14592,grass
"Tile(tms_x=43803, tms_y=45402, zoom=16)",32387,residential
"Tile(tms_x=39597, tms_y=45056, zoom=16)",11927,grass
"Tile(tms_x=39607, tms_y=45071, zoom=16)",13043,residential
"Tile(tms_x=47870, tms_y=44819, zoom=16)",35736,residential
"Tile(tms_x=39631, tms_y=45052, zoom=16)",15152,n/a
"Tile(tms_x=38287, tms_y=46496, zoom=16)",2564,grass
"Tile(tms_x=39602, tms_y=45062, zoom=16)",12526,grass
"Tile(tms_x=38280, tms_y=46449, zoom=16)",2092,residential
"Tile(tms_x=41805, tms_y=46005, zoom=16)",28552,garages
"Tile(tms_x=39605, tms_y=45029, zoom=16)",12800,grass
"Tile(tms_x=38293, tms_y=46479, zoom=16)",3035,residential
"Tile(tms_x=38278, tms_y=46484, zoom=16)",2009,grass
"Tile(tms_x=43807, tms_y=45412, zoom=16)",32528,n/a
"Tile(tms_x=38313, tms_y=46478, zoom=16)",4164,residential
"Tile(tms_x=39609, tms_y=45077, zoom=16)",13261,residential
"Tile(tms_x=39577, tms_y=45091, zoom=16)",10444,residential
"Tile(tms_x=39681, tms_y=44999, zoom=16)",17754,residential
"Tile(tms_x=39611, tms_y=45042, zoom=16)",13458,meadow
"Tile(tms_x=39376, tms_y=44659, zoom=16)",7815,residential
"Tile(tms_x=38315, tms_y=46525, zoom=16)",4267,residential
"Tile(tms_x=43943, tms_y=44857, zoom=16)",33118,residential
"Tile(tms_x=43941, tms_y=44854, zoom=16)",33069,residential
"Tile(tms_x=43942, tms_y=44852, zoom=16)",33091,residential
"Tile(tms_x=38290, tms_y=46500, zoom=16)",2829,residential
"Tile(tms_x=39596, tms_y=45070, zoom=16)",11836,residential
"Tile(tms_x=39573, tms_y=45075, zoom=16)",10202,grass
"Tile(tms_x=39659, tms_y=45020, zoom=16)",16844,garages
"Tile(tms_x=39593, tms_y=45025, zoom=16)",11512,residential
"Tile(tms_x=39348, tms_y=43816, zoom=16)",7442,residential
"Tile(tms_x=39609, tms_y=45038, zoom=16)",13224,n/a
"Tile(tms_x=38298, tms_y=46482, zoom=16)",3361,residential
"Tile(tms_x=39584, tms_y=45096, zoom=16)",10861,industrial
"Tile(tms_x=38269, tms_y=46451, zoom=16)",1595,grass
"Tile(tms_x=39606, tms_y=44989, zoom=16)",12884,residential
"Tile(tms_x=56386, tms_y=47270, zoom=16)",38454,n/a
"Tile(tms_x=38288, tms_y=46508, zoom=16)",2667,residential
"Tile(tms_x=38272, tms_y=46518, zoom=16)",1726,grass
"Tile(tms_x=39611, tms_y=45043, zoom=16)",13459,grass
"Tile(tms_x=38269, tms_y=46514, zoom=16)",1613,n/a
"Tile(tms_x=39604, tms_y=44982, zoom=16)",12684,residential
"Tile(tms_x=38298, tms_y=46407, zoom=16)",3330,industrial
"Tile(tms_x=38318, tms_y=46486, zoom=16)",4368,residential
"Tile(tms_x=39560, tms_y=44963, zoom=16)",9701,residential
"Tile(tms_x=47854, tms_y=44801, zoom=16)",35350,grass
"Tile(tms_x=39576, tms_y=45095, zoom=16)",10378,residential
"Tile(tms_x=39602, tms_y=44982, zoom=16)",12483,residential
"Tile(tms_x=39612, tms_y=45057, zoom=16)",13595,residential
"Tile(tms_x=43791, tms_y=45383, zoom=16)",31966,industrial
"Tile(tms_x=39569, tms_y=45083, zoom=16)",10048,grass
"Tile(tms_x=38315, tms_y=46477, zoom=16)",4255,grass
"Tile(tms_x=43841, tms_y=45364, zoom=16)",32801,industrial
"Tile(tms_x=39604, tms_y=45053, zoom=16)",12721,n/a
"Tile(tms_x=38277, tms_y=46508, zoom=16)",1965,grass
"Tile(tms_x=41914, tms_y=44250, zoom=16)",29159,residential
"Tile(tms_x=39529, tms_y=45076, zoom=16)",9024,grass
"Tile(tms_x=39632, tms_y=45093, zoom=16)",15246,industrial
"Tile(tms_x=39612, tms_y=45053, zoom=16)",13591,grass
"Tile(tms_x=39590, tms_y=45032, zoom=16)",11244,garages
"Tile(tms_x=39366, tms_y=44654, zoom=16)",7643,residential
"Tile(tms_x=39658, tms_y=45026, zoom=16)",16793,n/a
"Tile(tms_x=39573, tms_y=45052, zoom=16)",10194,grass
"Tile(tms_x=38304, tms_y=46477, zoom=16)",3750,residential
"Tile(tms_x=39618, tms_y=45056, zoom=16)",14168,grass
"Tile(tms_x=38287, tms_y=46478, zoom=16)",2549,residential
"Tile(tms_x=38287, tms_y=46477, zoom=16)",2548,grass
"Tile(tms_x=38279, tms_y=46484, zoom=16)",2062,grass
"Tile(tms_x=45747, tms_y=44825, zoom=16)",34148,n/a
"Tile(tms_x=39640, tms_y=45005, zoom=16)",15795,n/a
"Tile(tms_x=39611, tms_y=45053, zoom=16)",13469,grass
"Tile(tms_x=39701, tms_y=45014, zoom=16)",18213,residential
"Tile(tms_x=38280, tms_y=46490, zoom=16)",2120,grass
"Tile(tms_x=39598, tms_y=45189, zoom=16)",12082,allotments
"Tile(tms_x=38271, tms_y=46499, zoom=16)",1679,grass
"Tile(tms_x=39564, tms_y=45023, zoom=16)",9850,n/a
"Tile(tms_x=39616, tms_y=45034, zoom=16)",13974,residential
"Tile(tms_x=38285, tms_y=46459, zoom=16)",2382,grass
"Tile(tms_x=38292, tms_y=46481, zoom=16)",2966,residential
"Tile(tms_x=47868, tms_y=44811, zoom=16)",35692,industrial
"Tile(tms_x=39657, tms_y=45017, zoom=16)",16732,grass
"Tile(tms_x=39623, tms_y=45034, zoom=16)",14572,grass
"Tile(tms_x=40695, tms_y=44329, zoom=16)",24864,n/a
"Tile(tms_x=39615, tms_y=45034, zoom=16)",13882,residential
"Tile(tms_x=38268, tms_y=46499, zoom=16)",1571,grass
"Tile(tms_x=38331, tms_y=46412, zoom=16)",4543,residential
"Tile(tms_x=39606, tms_y=45049, zoom=16)",12920,commercial
"Tile(tms_x=39617, tms_y=45041, zoom=16)",14077,grass
"Tile(tms_x=38283, tms_y=46492, zoom=16)",2279,residential
"Tile(tms_x=39369, tms_y=44661, zoom=16)",7703,industrial
"Tile(tms_x=39369, tms_y=44659, zoom=16)",7701,residential
"Tile(tms_x=42965, tms_y=44732, zoom=16)",30524,forest
"Tile(tms_x=49688, tms_y=45130, zoom=16)",37641,residential
"Tile(tms_x=43686, tms_y=45397, zoom=16)",31633,residential
"Tile(tms_x=38297, tms_y=46433, zoom=16)",3269,industrial
"Tile(tms_x=39625, tms_y=45044, zoom=16)",14754,residential
"Tile(tms_x=39600, tms_y=45035, zoom=16)",12274,grass
"Tile(tms_x=40025, tms_y=46225, zoom=16)",22660,residential
"Tile(tms_x=38291, tms_y=46450, zoom=16)",2866,grass
"Tile(tms_x=39670, tms_y=45119, zoom=16)",17387,residential
"Tile(tms_x=44703, tms_y=45493, zoom=16)",33771,construction
"Tile(tms_x=43772, tms_y=45390, zoom=16)",31819,allotments
"Tile(tms_x=39616, tms_y=45049, zoom=16)",13989,grass
"Tile(tms_x=48435, tms_y=44920, zoom=16)",36716,railway
"Tile(tms_x=39539, tms_y=45127, zoom=16)",9229,residential
"Tile(tms_x=38316, tms_y=46484, zoom=16)",4302,grass
"Tile(tms_x=38288, tms_y=46487, zoom=16)",2648,grass
"Tile(tms_x=38213, tms_y=46459, zoom=16)",962,military
"Tile(tms_x=39071, tms_y=48462, zoom=16)",6615,n/a
"Tile(tms_x=40021, tms_y=45652, zoom=16)",22541,grass
"Tile(tms_x=38292, tms_y=46545, zoom=16)",2997,n/a
"Tile(tms_x=38264, tms_y=46505, zoom=16)",1472,n/a
"Tile(tms_x=39623, tms_y=45019, zoom=16)",14558,grass
"Tile(tms_x=39606, tms_y=45047, zoom=16)",12918,residential
"Tile(tms_x=38301, tms_y=46446, zoom=16)",3546,grass
"Tile(tms_x=41698, tms_y=45074, zoom=16)",27661,industrial
"Tile(tms_x=39370, tms_y=44655, zoom=16)",7716,residential
"Tile(tms_x=49682, tms_y=45143, zoom=16)",37527,construction
"Tile(tms_x=48657, tms_y=44251, zoom=16)",36983,residential
"Tile(tms_x=38264, tms_y=46453, zoom=16)",1467,residential
"Tile(tms_x=38279, tms_y=46416, zoom=16)",2032,cemetery
"Tile(tms_x=38273, tms_y=46479, zoom=16)",1742,residential
"Tile(tms_x=39635, tms_y=45023, zoom=16)",15441,residential
"Tile(tms_x=39632, tms_y=44981, zoom=16)",15195,residential
"Tile(tms_x=39620, tms_y=45071, zoom=16)",14343,grass
"Tile(tms_x=39739, tms_y=44495, zoom=16)",18791,residential
"Tile(tms_x=43814, tms_y=45405, zoom=16)",32636,grass
"Tile(tms_x=39589, tms_y=45015, zoom=16)",11170,n/a
"Tile(tms_x=38289, tms_y=46488, zoom=16)",2739,grass
"Tile(tms_x=38289, tms_y=46479, zoom=16)",2733,retail
"Tile(tms_x=39665, tms_y=45157, zoom=16)",17174,residential
"Tile(tms_x=43823, tms_y=45378, zoom=16)",32701,industrial
"Tile(tms_x=39600, tms_y=45116, zoom=16)",12320,residential
"Tile(tms_x=42252, tms_y=44415, zoom=16)",29651,industrial
"Tile(tms_x=38292, tms_y=46478, zoom=16)",2963,residential
"Tile(tms_x=49679, tms_y=45143, zoom=16)",37475,retail
"Tile(tms_x=38287, tms_y=46488, zoom=16)",2558,grass
"Tile(tms_x=38283, tms_y=46487, zoom=16)",2274,residential
"Tile(tms_x=39639, tms_y=45003, zoom=16)",15706,residential
"Tile(tms_x=39595, tms_y=44940, zoom=16)",11692,residential
"Tile(tms_x=39628, tms_y=45059, zoom=16)",14968,residential
"Tile(tms_x=38299, tms_y=46476, zoom=16)",3427,industrial
"Tile(tms_x=39615, tms_y=45094, zoom=16)",13925,residential
"Tile(tms_x=39475, tms_y=45208, zoom=16)",8601,n/a
"Tile(tms_x=39601, tms_y=44998, zoom=16)",12371,residential
"Tile(tms_x=39901, tms_y=43787, zoom=16)",20770,residential
"Tile(tms_x=39637, tms_y=45092, zoom=16)",15610,commercial
"Tile(tms_x=39617, tms_y=45023, zoom=16)",14060,industrial
"Tile(tms_x=43795, tms_y=45398, zoom=16)",32086,garages
"Tile(tms_x=38283, tms_y=46475, zoom=16)",2263,residential
"Tile(tms_x=39533, tms_y=45120, zoom=16)",9098,residential
